CL_UNIT,DataValue,LineDescription,LineNumber,METRIC_NAME,SeriesCode,TableID,TableName,TimePeriod,UNIT_MULT,_id
Level,"100,638",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1972,6,59e962d637efdf6d8b47db41
Level,"102,041",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1973,6,59e962d737efdf6d8b47db42
Level,"109,199",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1974,6,59e962d737efdf6d8b47db43
Level,"116,971",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1975,6,59e962d737efdf6d8b47db44
Level,"123,786",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1976,6,59e962d737efdf6d8b47db45
Level,"132,845",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1977,6,59e962d737efdf6d8b47db46
Level,"143,023",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1978,6,59e962d737efdf6d8b47db47
Level,"157,785",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1979,6,59e962d737efdf6d8b47db48
Level,"180,963",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1980,6,59e962d737efdf6d8b47db49
Level,"211,186",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1981,6,59e962d737efdf6d8b47db4a
Level,"242,784",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1982,6,59e962d737efdf6d8b47db4b
Level,"269,346",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1983,6,59e962d737efdf6d8b47db4c
Level,"294,660",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1984,6,59e962d737efdf6d8b47db4d
Level,"325,960",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1985,6,59e962d737efdf6d8b47db4e
Level,"349,188",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1986,6,59e962d737efdf6d8b47db4f
Level,"369,943",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1987,6,59e962d737efdf6d8b47db50
Level,"379,614",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1988,6,59e962d737efdf6d8b47db51
Level,"388,639",National defense consumption expenditures and gross investment,1,Current Dollars,A824RC,108,T31105,1989,6,59e962d737efdf6d8b47db52
