CL_UNIT,DataValue,LineDescription,LineNumber,METRIC_NAME,SeriesCode,TableID,TableName,TimePeriod,UNIT_MULT,_id
Level,"14,418,739",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2009,6,59e954e737efdf6d8b43e184
Level,"14,964,372",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2010,6,59e954e837efdf6d8b43e185
Level,"15,517,926",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2011,6,59e954e837efdf6d8b43e186
Level,"16,155,255",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2012,6,59e954e837efdf6d8b43e187
Level,"16,691,517",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2013,6,59e954e837efdf6d8b43e188
Level,"17,427,609",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2014,6,59e954e837efdf6d8b43e189
Level,"18,120,714",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2015,6,59e954e837efdf6d8b43e18a
Level,"18,624,475",Gross domestic product,1,Current Dollars,A191RC,5,T10105,2016,6,59e954e837efdf6d8b43e18b
Level,"104,560",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1929,6,59e954e837efdf6d8b43e18c
Level,"92,167",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1930,6,59e954e837efdf6d8b43e18d
Level,"77,406",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1931,6,59e954e837efdf6d8b43e18e
Level,"59,532",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1932,6,59e954e837efdf6d8b43e18f
Level,"57,165",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1933,6,59e954e837efdf6d8b43e190
Level,"66,812",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1934,6,59e954e837efdf6d8b43e191
Level,"74,259",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1935,6,59e954e837efdf6d8b43e192
Level,"84,854",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1936,6,59e954e837efdf6d8b43e193
Level,"93,029",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1937,6,59e954e837efdf6d8b43e194
Level,"87,387",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1938,6,59e954e837efdf6d8b43e195
Level,"93,473",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1939,6,59e954e837efdf6d8b43e196
Level,"102,946",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1940,6,59e954e837efdf6d8b43e197
Level,"129,356",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1941,6,59e954e837efdf6d8b43e198
Level,"165,997",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1942,6,59e954e837efdf6d8b43e199
Level,"203,122",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1943,6,59e954e837efdf6d8b43e19a
Level,"224,550",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1944,6,59e954e837efdf6d8b43e19b
Level,"228,173",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1945,6,59e954e837efdf6d8b43e19c
Level,"227,812",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1946,6,59e954e837efdf6d8b43e19d
Level,"249,945",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1947,6,59e954e837efdf6d8b43e19e
Level,"274,807",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1948,6,59e954e837efdf6d8b43e19f
Level,"272,827",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1949,6,59e954e837efdf6d8b43e1a0
Level,"300,198",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1950,6,59e954e837efdf6d8b43e1a1
Level,"347,294",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1951,6,59e954e837efdf6d8b43e1a2
Level,"367,728",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1952,6,59e954e837efdf6d8b43e1a3
Level,"389,739",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1953,6,59e954e837efdf6d8b43e1a4
Level,"391,146",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1954,6,59e954e837efdf6d8b43e1a5
Level,"426,175",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1955,6,59e954e837efdf6d8b43e1a6
Level,"450,130",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1956,6,59e954e837efdf6d8b43e1a7
Level,"474,851",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1957,6,59e954e837efdf6d8b43e1a8
Level,"482,045",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1958,6,59e954e837efdf6d8b43e1a9
Level,"522,451",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1959,6,59e954e837efdf6d8b43e1aa
Level,"543,283",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1960,6,59e954e837efdf6d8b43e1ab
Level,"563,303",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1961,6,59e954e837efdf6d8b43e1ac
Level,"605,115",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1962,6,59e954e837efdf6d8b43e1ad
Level,"638,582",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1963,6,59e954e837efdf6d8b43e1ae
Level,"685,786",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1964,6,59e954e837efdf6d8b43e1af
Level,"743,728",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1965,6,59e954e837efdf6d8b43e1b0
Level,"815,039",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1966,6,59e954e837efdf6d8b43e1b1
Level,"861,731",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1967,6,59e954e837efdf6d8b43e1b2
Level,"942,480",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1968,6,59e954e837efdf6d8b43e1b3
Level,"1,019,878",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1969,6,59e954e837efdf6d8b43e1b4
Level,"1,075,884",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1970,6,59e954e837efdf6d8b43e1b5
Level,"1,167,770",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1971,6,59e954e837efdf6d8b43e1b6
Level,"1,282,449",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1972,6,59e954e837efdf6d8b43e1b7
Level,"1,428,549",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1973,6,59e954e837efdf6d8b43e1b8
Level,"1,548,825",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1974,6,59e954e837efdf6d8b43e1b9
Level,"1,688,923",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1975,6,59e954e837efdf6d8b43e1ba
Level,"1,877,587",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1976,6,59e954e837efdf6d8b43e1bb
Level,"2,085,951",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1977,6,59e954e837efdf6d8b43e1bc
Level,"2,356,571",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1978,6,59e954e837efdf6d8b43e1bd
Level,"2,632,143",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1979,6,59e954e837efdf6d8b43e1be
Level,"2,862,505",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1980,6,59e954e837efdf6d8b43e1bf
Level,"3,210,956",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1981,6,59e954e837efdf6d8b43e1c0
Level,"3,344,991",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1982,6,59e954e837efdf6d8b43e1c1
Level,"3,638,137",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1983,6,59e954e837efdf6d8b43e1c2
Level,"4,040,693",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1984,6,59e954e837efdf6d8b43e1c3
Level,"4,346,734",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1985,6,59e954e837efdf6d8b43e1c4
Level,"4,590,155",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1986,6,59e954e837efdf6d8b43e1c5
Level,"4,870,217",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1987,6,59e954e837efdf6d8b43e1c6
Level,"5,252,629",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1988,6,59e954e837efdf6d8b43e1c7
Level,"5,657,693",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1989,6,59e954e837efdf6d8b43e1c8
Level,"5,979,589",Gross domestic product,1,Current Dollars,A191RC,5,T10105,1990,6,59e954e837efdf6d8b43e1c9
